,FacilityName,Violation,DispositionDate,fines,non_alert_disposition_type,license_revoked,alert,Address,City,State,Zip
836,SOCIETY RESTAURANT & LOUNGE,Dispensing Liquor By Bottle For Consumption Onsite,08/29/2018,1000.0,setttled,0,1,8229 GEORGIA AVE,SILVER SPRING,MD,20910
837,TACO BAR,Sale To Minor,09/14/2018,1000.0,setttled,0,1,10003 FIELDS ROAD B,GAITHERSBURG,MD,20878
838,THE BARKING DOG,To Intoxicated Patron,06/16/2016,0.0,hearing+suspension,0,0,4723 ELM STREET,BETHESDA,MD,20814
839,CLARKSBURG GROCERIES BEER & WINE,Alcohol Awareness Certified Person Not On Premises,10/12/2018,100.0,setttled,0,1,23329 FREDERICK ROAD,CLARKSBURG,MD,20871
840,RINCON PERUANO,Sale To Minor,01/27/2017,1000.0,setttled,0,1,210 EAST DIAMOND ST,GAITHERSBURG,MD,20877
841,RUMBA Y CARBON,Sale To Minor,08/31/2018,1000.0,setttled,0,1,11222 GRANDVIEW AVENUE,GAITHERSBURG,MD,20902
842,RUAN THAI,Employee Records Not Available When Requested,07/24/2017,500.0,setttled,0,1,11407 AMHERST AVE.,WHEATON,MD,20902
843,BAR LOUIE,Alcohol Awareness Certified Person Not On Premises,09/06/2016,100.0,setttled,0,1,150 GIBBS STREET,ROCKVILLE,MD,20850
844,I STAR COFFEE,Sale To Minor,10/30/2018,1000.0,setttled,0,0,8777 B1 1ST AVENUE,SILVER SPRING,MD,20910
845,RIVERSIDE HOTPOT CUISINE,Alcohol Awareness Certified Person Not On Premises,12/07/2018,500.0,setttled,0,1,820 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878
846,NORTHWEST PARK GOLF SNACK BAR,Alcohol Awareness Certified Person Not On Premises,12/06/2017,100.0,setttled,0,1,15701 LAYHILL ROAD,SILVER SPRING,MD,20906
847,EVA LOUNGE,Alcohol After Permitted Hours,11/09/2018,1000.0,setttled,0,1,953 BONIFANT STREET,SILVER SPRING,MD,20910
848,CHUY'S,Sale To Minor,03/08/2017,1000.0,setttled,0,1,12266 ROCKVILLE PIKE,ROCKVILLE,MD,20852
849,WOK EXPRESS,Alcohol Awareness Certified Person Not On Premises,06/08/2016,100.0,setttled,0,1,9615 LOST KNIFE ROAD,GAITHERSBURG,MD,20877
850,ROCK BOTTOM BREWERY,Records Invoice Violation,12/28/2017,500.0,setttled,0,1,7900 NORFOLK AVE.,BETHESDA,MD,20814
851,CHIPOTLE MEXICAN GRILL,Employee Records Not Available When Requested,12/29/2016,500.0,setttled,0,1,4471 WILLIARD AVENUE,CHEVY CHASE,MD,20815
852,HUNAN DELIGHT,Sale To Minor,03/31/2017,2500.0,setttled,0,1,18220 VILLAGE MART DRIVE,OLNEY,MD,20832
853,LIMARIA POLLO A LA BRASA,Sale To Minor,08/13/2018,1000.0,setttled,0,1,74 BUREAU DRIVE,GAITHERSBURG,MD,20878
854,MI PUEBLITO RESTAURANT,Records Invoice Violation,03/22/2018,500.0,setttled,0,1,6 NORTH SUMMIT AVENUE,GAITHERSBURG,MD,20877
855,NOODLES & COMPANY,Alcohol Awareness Certified Person Not On Premises,07/01/2016,500.0,setttled,0,1,177 KENTLANDS BLVD. SUITE 100,GAITHERSBURG,MD,20878
856,CANCUN MEXICAN CUISINE,License Not Properly Displayed,11/06/2017,100.0,setttled,0,1,117 E. DIAMOND AVE.,GAITHERSBURG,MD,20877
857,SENOR TEQUILA'S,Sale To Minor,09/06/2018,1000.0,setttled,0,1,20021 CENTURY BLVD.,GERMANTOWN,MD,20874
858,SHANGRI-LA,Alcohol Awareness Certified Person Not On Premises,01/29/2018,100.0,setttled,0,1,7345 WISCONSIN AVENUE A,BETHESDA,MD,20814
859,OGEI'S CHICKEN & SUBS,Disorderly House,05/31/2016,0.0,hearing,1,0,293 MUDDY BRANCH ROAD,GAITHERSBURG,MD,20878
860,WOK EXPRESS,To Intoxicated Patron,06/08/2016,1000.0,setttled,0,1,9615 LOST KNIFE ROAD,GAITHERSBURG,MD,20877
861,IRON AGE,Sale To Minor,11/13/2018,2500.0,setttled,0,1,1054 ROCKVILLE PIKE,ROCKVILLE,MD,20852
862,SILVER SPRING HILTON HOTEL,Sale To Minor,02/04/2016,2500.0,setttled,0,1,8727 COLESVILLE ROAD,SILVER SPRING,MD,20910
863,GLENMONT BEER WINE & DELI,Employee Records Not Available When Requested,05/16/2017,500.0,setttled,0,1,12351 GEORGIA AVE.,WHEATON,MD,20906
864,GENTLEMAN JIM'S RESTAURANT,Alcohol After Permitted Hours,11/09/2017,1000.0,setttled,0,1,18917 EARHART COURT,GAITHERSBURG,MD,20879
865,BUMP N GRIND,Sale To Minor,02/20/2018,1000.0,setttled,0,1,1200 EAST WEST HWY,SILVER SPRING,MD,20910
866,UPCOUNTY FINE WINE & BEER,Sale To Minor,08/30/2018,1000.0,setttled,0,1,23229 STRINGTOWN RD.,CLARKSBURG,MD,20871
867,SHANGRI-LA,Sale To Minor,01/29/2018,1000.0,setttled,0,1,7345 WISCONSIN AVENUE A,BETHESDA,MD,20814
868,POTOMAC BEER & WINE,Sale To Minor,03/29/2017,1000.0,setttled,0,1,9700 TRAVILAH GATEWAY DRIVE,ROCKVILLE,MD,20850
869,NEW YORK J & P PIZZA,Age Of Employee Violation,09/06/2018,1000.0,setttled,0,1,26027 RIDGE ROAD,DAMASCUS,MD,20872
870,CAFE 20/20,Sale To Minor,03/10/2017,1000.0,setttled,0,1,4880 BOILING BROOK PARKWAY,ROCKVILLE,MD,20852
871,KEMP MILL BEER WINE & DELI,Sale To Minor,04/20/2018,1000.0,setttled,0,1,1339 LAMBERTON DRIVE,SILVER SPRING,MD,20902
872,THE THAI CUISINE RESTAURANT,Alcohol Awareness Certified Person Not On Premises,08/10/2017,100.0,setttled,0,1,757 HUNGERFORD DRIVE,ROCKVILLE,MD,20850
873,IRENE'S PUPUSAS,Sale To Minor,05/26/2017,2500.0,setttled,0,1,12391 GEORGIA AVENUE,SILVER SPRING,MD,20906
874,SMASHBURGER (ROCKVILLLE),Alcohol Awareness Certified Person Not On Premises,11/02/2016,100.0,setttled,0,1,1800 ROCKVILLE PIKE,ROCKVILLE,MD,20852
875,BONCHON OF GERMANTOWN,Sale To Minor,01/30/2017,1000.0,setttled,0,1,19775 FREDERICK ROAD,GERMANTOWN,MD,20876
876,FAIRFIELD INN-GERMANTOWN,Sale To Minor,02/16/2017,1000.0,setttled,0,1,20025 CENTURY BLVD,GERMANTOWN,MD,20874
877,RESTAURANT POLLOS EL MESON,Storage,08/02/2018,4400.0,setttled,0,1,615 SOUTH FREDERICK AVENUE,GAITHERSBURG,MD,20877
878,"CURACION NAILS, BODY & SUCESS SANCTUARY",Alcohol Awareness Certified Person Not On Premises,10/25/2017,100.0,setttled,0,1,11308 GRANDVIEW AVENUE,SILVER SPRING,MD,20902
879,ABYSSINIA RESTAURANT,Sale To Minor,02/27/2018,2500.0,setttled,0,1,8221 GEORGIA AVENUE,SILVER SPRING,MD,20910
880,MEZEH MEDITERRANEAN GRILL,Employee Records Not Available When Requested,10/30/2018,500.0,setttled,0,1,262 CROWN PARK AVENUE,GAITHERSBURG,MD,20878
881,ZEN ASIAN GRILL SUSHI,Alcohol Awareness Certification,09/18/2022,500.0,none,0,1,15602 OLD COLUMBIA PIKE,BURTONSVILLE,MD,20866
882,CADDIES ON CORDELL,Sales Or Service To Intoxicated Persons/Consumption Or Possession By Intoxicated Persons,09/27/2022,1000.0,none,0,1,4922 CORDELL AVENUE,BETHESDA,MD,20814
883,CADDIES ON CORDELL,Compliance With Laws And Regulations,09/27/2022,1000.0,none,0,1,4922 CORDELL AVENUE,BETHESDA,MD,20814
884,CADDIES ON CORDELL,Records Violation,09/27/2022,500.0,none,0,1,4922 CORDELL AVENUE,BETHESDA,MD,20814
885,CADDIES ON CORDELL,Sales Or Service To Minors/Consumption Or Possession Of Minors,09/27/2022,1000.0,none,0,1,4922 CORDELL AVENUE,BETHESDA,MD,20814
886,CADDIES ON CORDELL,Licensee'S Responsibility,09/27/2022,1000.0,none,0,1,4922 CORDELL AVENUE,BETHESDA,MD,20814
887,PRIME BEER & WINE,Compliance With Laws And Regulations,10/18/2022,1000.0,none,0,1,12842 NEW HAMPSHIRE AVE,SILVER SPRING,MD,20904
888,BASSETT'S RESTAURANT,Records Violation,11/02/2022,500.0,none,0,1,19950 FISHER AVENUE,POOLESVILLE,MD,20837
889,BASSETT'S RESTAURANT,Alcoholic Beverage Containers- Refilling/Tampering,11/02/2022,200.0,none,0,1,19950 FISHER AVENUE,POOLESVILLE,MD,20837
890,BASSETT'S RESTAURANT,"Beverages From Faucets, Spigots, Etc./Labeling",11/02/2022,400.0,none,0,1,19950 FISHER AVENUE,POOLESVILLE,MD,20837
891,TOPGOLF,"Beverages From Faucets, Spigots, Etc./Labeling",11/02/2022,200.0,none,0,1,20051 CENTURY BLVD.,GERMANTOWN,MD,20874
892,JONGRO BBQ,Storage,11/02/2022,1800.0,none,0,1,11160 VEIRS MILL RD.,WHEATON,MD,20902
